age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,predicted_output,actual_output
37,6,1,0,0,0,0,2,7,8,112,4,-1,0,0,0
36,1,1,0,223,1,0,2,14,5,12,3,-1,0,0,0
43,7,0,1,1040,1,0,2,19,8,552,3,-1,0,1,1
32,4,1,2,937,0,0,0,26,8,61,1,190,1,0,0
45,7,1,3,318,0,0,0,16,5,63,2,-1,0,0,0
30,1,2,1,906,1,1,2,21,8,218,7,-1,0,0,0
35,4,1,2,1731,0,0,0,31,5,361,4,-1,0,0,1
29,1,2,1,9,1,0,0,11,8,262,3,-1,0,0,0
48,4,1,1,0,1,0,1,23,5,90,2,-1,0,0,0
54,0,1,2,59,1,0,0,10,5,268,1,-1,0,0,0
29,6,1,1,123,0,1,0,21,0,158,2,181,1,0,1
41,0,1,2,1,1,0,1,18,8,327,2,361,3,0,1
54,4,1,2,1624,0,0,0,12,8,166,3,182,10,1,1
50,1,1,0,533,0,0,0,21,1,212,4,-1,0,0,0
33,2,0,2,37,0,1,0,8,5,1082,1,-1,0,1,1
32,9,2,1,1307,1,0,2,28,8,267,2,-1,0,0,0
59,10,2,1,865,0,0,0,4,3,1086,1,-1,0,1,0
40,1,1,1,475,1,0,2,5,8,332,2,-1,0,0,0
28,8,1,2,327,1,0,0,15,8,104,3,-1,0,0,0
31,4,2,2,0,1,0,0,30,0,97,2,87,2,0,0
26,1,1,1,5795,1,0,0,14,8,1094,2,-1,0,1,1
33,9,1,1,0,0,0,0,19,1,78,3,-1,0,0,0
38,9,1,1,976,1,0,0,14,5,766,3,-1,0,1,1
35,4,2,2,431,0,0,0,17,1,343,2,397,1,1,1
58,1,1,0,494,0,0,0,14,1,171,10,-1,0,0,0
55,2,1,1,814,0,1,0,28,5,69,12,-1,0,0,0
79,5,1,1,8304,0,0,1,9,7,303,9,-1,0,1,1
27,8,2,2,5291,0,0,0,11,3,293,1,91,4,1,1
35,9,1,1,15474,0,0,0,21,9,89,1,92,2,1,0
29,4,1,2,16,1,0,0,16,5,605,6,-1,0,1,0
39,4,2,2,5047,0,0,0,29,0,218,4,-1,0,1,1
45,1,1,0,803,1,0,0,4,8,742,4,-1,0,1,1
30,4,2,2,617,0,0,0,27,3,192,2,-1,0,0,1
38,3,1,1,110,0,0,0,25,8,167,1,-1,0,0,0
24,1,2,1,327,1,0,2,28,8,333,2,-1,0,0,0
33,4,1,2,644,0,0,0,11,1,99,2,-1,0,0,0
53,4,1,2,6571,0,0,0,3,3,208,1,-1,0,0,1
64,4,1,2,3951,0,0,0,29,10,164,1,-1,0,1,1
28,8,2,1,1925,0,0,0,25,9,487,1,97,2,1,1
52,9,2,1,36,1,0,2,16,8,335,1,-1,0,0,0
37,1,1,1,-399,1,1,2,3,6,21,3,-1,0,0,0
38,9,1,1,0,1,1,0,15,5,146,4,-1,0,0,0
39,0,1,1,159,0,0,0,19,9,177,1,-1,0,0,0
39,7,1,1,733,0,0,2,16,6,83,4,-1,0,0,0
31,1,1,1,435,1,0,2,21,8,204,1,-1,0,0,0
31,10,2,0,406,0,0,0,4,3,736,1,-1,0,1,1
28,1,2,1,-197,1,0,2,9,8,2016,2,-1,0,1,1
59,4,1,1,1321,0,0,2,9,6,3881,3,-1,0,1,1
31,0,2,1,430,1,0,0,15,0,103,2,-1,0,0,0
31,10,2,2,140,1,0,1,7,8,11,2,-1,0,0,0
38,1,2,1,13156,1,0,0,17,0,291,4,331,1,1,0
37,9,0,1,141,1,0,0,6,8,848,1,364,3,1,1
34,3,1,2,0,0,0,0,18,1,148,1,84,2,1,1
33,4,1,2,55,0,0,0,30,0,526,2,87,3,1,1
27,9,2,1,158,0,0,2,1,5,650,2,-1,0,0,1
55,1,1,1,196,0,0,0,21,1,81,1,-1,0,0,1
30,0,2,1,523,0,1,0,3,7,83,1,-1,0,0,1
35,1,1,1,563,0,1,0,4,6,147,1,119,3,1,1
53,3,1,0,362,0,0,0,28,5,1169,2,-1,0,1,1
37,9,1,1,24,1,0,0,13,1,136,1,105,2,1,0
51,0,0,1,-338,1,0,0,29,5,97,2,-1,0,0,0
33,7,1,1,2918,0,1,0,20,9,1059,2,-1,0,1,1
55,1,0,3,103,1,0,0,21,5,769,3,-1,0,1,0
31,4,2,2,18,0,0,0,8,1,82,2,-1,0,0,0
40,7,1,1,473,1,0,0,28,5,383,3,-1,0,0,1
39,4,1,2,1795,0,0,0,8,1,922,7,-1,0,1,1
39,7,1,1,53,0,0,2,5,7,257,1,394,1,0,1
30,9,2,1,853,0,0,0,29,10,279,1,148,1,1,1
43,4,1,2,3518,0,0,0,15,6,181,2,-1,0,1,1
35,0,1,1,304,0,0,0,18,7,237,1,-1,0,1,1
30,4,2,2,376,1,0,0,21,9,710,1,-1,0,1,1
27,9,2,2,11862,0,0,1,25,8,281,5,101,1,1,0
25,8,2,1,348,0,0,0,10,1,245,1,-1,0,0,1
34,9,1,1,-259,1,0,2,27,8,124,2,-1,0,0,0
37,4,1,2,2987,1,0,0,15,3,93,1,91,9,0,1
31,1,1,1,604,1,0,0,18,9,394,2,-1,0,0,0
39,9,1,0,1846,0,0,0,5,3,306,5,-1,0,0,0
52,2,2,2,3469,1,0,0,16,0,583,1,147,1,1,1
35,1,1,1,293,1,0,0,17,0,1017,1,325,1,1,1
33,0,1,1,95,1,0,0,30,0,335,1,-1,0,0,1
60,5,1,1,2060,0,0,0,29,6,135,4,95,4,0,0
47,1,1,0,3038,1,0,0,14,5,151,2,-1,0,0,0
39,4,0,2,4692,1,0,1,19,9,214,2,174,2,1,0
58,0,1,0,879,1,0,2,16,8,242,7,-1,0,0,0
49,4,0,2,696,1,0,2,2,6,310,3,-1,0,0,0
44,6,2,2,2734,1,0,0,12,8,897,4,-1,0,1,1
50,4,0,2,60,0,0,0,19,1,255,2,-1,0,0,0
50,0,1,1,706,1,0,0,6,1,1250,4,-1,0,1,1
54,1,1,0,-636,1,0,2,30,8,324,3,-1,0,0,0
33,0,2,1,607,0,0,0,27,3,110,2,-1,0,0,1
59,4,1,2,5397,0,0,0,23,6,671,3,-1,0,1,1
52,4,1,2,4358,0,0,1,31,5,30,7,-1,0,0,0
31,4,1,2,303,1,0,2,14,8,143,1,-1,0,0,0
50,0,0,1,237,0,1,1,5,9,169,1,-1,0,0,1
76,3,0,0,1411,0,0,1,15,0,170,3,-1,0,0,1
36,1,1,0,319,1,0,0,13,8,774,2,301,1,1,1
35,9,2,1,1001,0,1,0,24,5,178,2,-1,0,0,0
47,9,0,1,236,0,0,0,18,1,263,4,-1,0,0,0
36,4,1,2,203,0,0,0,25,4,255,1,88,1,1,1
24,8,2,2,3415,0,0,0,27,0,97,1,-1,0,1,1
64,4,1,2,4688,0,0,0,21,10,200,1,-1,0,1,1
59,5,0,1,5583,1,0,0,30,0,720,1,-1,0,1,1
28,4,2,2,390,0,0,0,29,11,845,1,232,4,1,1
36,4,1,2,93,0,0,0,12,5,262,2,182,7,1,1
32,0,2,1,620,0,0,0,17,0,211,2,343,3,1,0
26,8,2,1,4613,0,0,0,28,8,663,3,196,2,1,1
54,1,1,0,2440,0,1,0,17,9,334,1,-1,0,1,0
35,4,2,2,3544,1,0,0,8,6,380,1,-1,0,0,1
37,4,2,2,102,1,0,0,6,8,445,1,258,2,1,1
35,4,1,2,611,0,0,0,1,10,305,2,121,1,1,1
33,7,0,1,44,0,1,0,23,5,529,1,-1,0,0,1
46,7,1,1,273,0,0,0,22,1,565,2,-1,0,1,1
35,0,0,1,1085,0,0,0,5,6,199,1,86,7,1,1
36,9,2,1,376,0,0,0,13,1,479,1,-1,0,1,1
62,5,1,0,1515,1,0,0,19,10,131,1,187,2,1,0
42,10,1,0,-581,1,0,0,13,8,224,1,370,2,0,0
39,3,1,2,94,0,0,0,6,1,181,2,-1,0,0,0
56,5,0,0,48,1,0,0,14,8,132,2,-1,0,0,0
44,10,1,0,97,1,0,2,5,6,105,3,-1,0,0,0
64,2,1,2,2331,0,0,1,9,9,201,1,-1,0,0,1
57,0,0,1,0,0,0,0,9,11,121,2,-1,0,1,0
33,8,1,1,1536,0,0,0,9,3,359,1,92,3,1,1
45,1,1,0,0,1,0,0,24,5,137,1,-1,0,0,0
39,4,1,2,481,0,0,0,7,2,929,5,189,1,1,1
40,9,1,1,372,1,0,0,21,9,365,1,100,2,1,0
50,10,2,1,588,0,0,0,31,5,649,3,-1,0,1,0
39,0,1,1,-367,1,0,0,16,0,667,2,-1,0,1,0
53,9,1,1,-725,1,0,2,27,8,1205,1,-1,0,1,1
39,1,1,0,-50,1,0,0,15,8,100,1,-1,0,0,0
37,4,1,2,6014,1,0,0,15,5,163,6,-1,0,0,0
60,5,0,2,979,1,0,0,15,5,346,1,181,4,1,1
39,9,1,2,206,0,0,0,20,10,148,2,195,2,0,1
34,4,1,2,2037,0,0,0,15,2,324,2,-1,0,0,1
35,7,1,2,4564,0,0,0,18,1,45,6,-1,0,0,0
48,4,1,2,0,0,1,0,9,3,18,8,-1,0,0,0
33,4,2,2,30,1,0,0,22,5,1077,1,-1,0,1,1
46,6,1,1,548,0,0,0,12,1,1181,4,-1,0,1,1
39,0,1,1,1757,0,0,1,28,10,125,1,-1,0,1,1
45,9,0,1,441,1,0,0,2,3,535,1,-1,0,1,0
